"gene_id" "sample1" "sample2" "sample3" "sample4" "sample5" "sample6" "sample7" "sample8" "sample9" "sample10" "sample11" "sample12" "sample13" "sample14" "sample15" "sample16" "sample17" "sample18" "sample19" "sample20" "sample21" "sample22" "sample23" "sample24" "sample25" "sample26" "sample27" "sample28" "sample29" "sample30" "sample31" "sample32" "sample33"
"gene_id_551" 6 7 5 6 9 6 8 10 19 6 7 5 6 7 6 7 7 7 9 10 7 6 7 13 6 34 7 124 9 7 7 7 6
"gene_id_552" 5 7 5 6 9 6 5 10 18 7 7 11 6 7 6 5 6 5 5 10 7 6 7 12 6 35 9 128 5 6 10 7 10
"gene_id_553" 5 7 8 7 8 9 8 9 17 8 7 13 6 7 6 17 7 7 7 11 7 6 7 16 5 40 8 144 11 7 7 5 10
"gene_id_554" 5 7 8 7 8 8 8 8 18 8 7 13 6 7 6 17 7 7 7 11 5 6 7 16 6 40 7 142 8 5 7 5 7
"gene_id_555" 5 7 7 6 5 7 10 6 32 7 7 13 6 7 6 7 7 5 5 10 7 6 7 16 6 38 8 148 10 7 7 7 8
"gene_id_556" 5 7 7 6 5 8 11 7 28 7 7 13 6 7 6 8 7 7 5 11 7 6 5 16 6 40 7 151 11 7 8 7 13
"gene_id_557" 5 7 7 6 5 8 11 7 25 7 7 14 6 7 6 8 7 7 8 11 7 6 5 16 6 39 8 152 8 7 9 7 10
"gene_id_558" 5 6 6 6 8 7 10 7 30 7 7 14 6 7 6 10 7 7 8 13 6 6 7 14 6 34 8 148 6 7 8 7 7
"gene_id_559" 5 10 7 6 12 9 10 9 24 7 7 9 6 7 6 14 7 7 5 9 7 6 7 13 6 16 10 167 5 7 10 5 9
"gene_id_560" 5 8 7 6 11 10 14 7 24 7 7 9 6 7 6 13 7 7 7 8 7 6 7 6 6 18 9 161 9 7 8 6 10
"gene_id_561" 6 5 7 6 6 7 15 7 19 7 7 10 6 6 6 13 7 6 8 5 7 6 5 8 6 43 15 169 6 7 12 9 5
"gene_id_562" 6 5 7 6 6 7 14 8 19 7 7 10 6 6 6 14 7 6 8 5 7 6 5 9 6 43 15 171 6 7 11 9 7
"gene_id_563" 5 5 7 6 7 7 13 8 21 7 7 11 6 6 6 13 7 6 7 6 7 6 6 10 6 40 16 174 6 8 10 9 7
"gene_id_564" 11 7 7 6 5 7 13 19 36 8 6 11 6 7 6 15 7 7 11 9 7 6 6 15 6 35 14 154 11 8 10 7 7
"gene_id_565" 6 7 10 6 6 9 5 9 25 7 9 7 6 7 6 24 7 7 11 6 5 6 7 17 6 31 15 142 12 7 23 7 4
"gene_id_566" 8 7 10 5 5 9 9 11 23 5 7 7 6 7 6 21 7 7 12 6 5 6 7 24 6 31 15 136 8 7 23 7 7
"gene_id_567" 5 7 7 10 7 7 15 11 26 7 7 6 6 7 6 15 7 5 12 9 7 6 7 21 6 30 11 143 5 7 23 7 10
"gene_id_568" 7 5 7 6 7 7 6 6 29 5 7 11 6 6 6 13 7 7 7 10 9 6 7 7 6 34 9 162 7 7 10 5 2
"gene_id_569" 5 7 7 6 9 7 9 8 39 9 7 7 6 5 6 9 7 5 8 12 8 6 6 14 6 45 5 134 9 6 10 7 10
"gene_id_570" 5 7 7 6 9 7 9 8 37 7 7 8 6 5 6 9 7 6 6 8 6 6 10 14 6 42 5 139 9 6 10 7 5
"gene_id_571" 5 7 7 6 8 7 9 8 37 7 7 8 6 5 6 8 6 6 6 10 8 6 10 15 6 41 5 142 9 6 10 7 4
"gene_id_572" 5 7 7 6 8 7 8 7 34 7 7 9 6 6 6 8 7 6 6 10 8 6 10 15 6 43 5 137 9 6 10 7 9
"gene_id_573" 9 7 7 6 9 5 6 5 41 6 7 9 6 7 6 12 6 7 5 8 10 6 14 15 6 39 11 159 12 7 8 7 11
"gene_id_574" 9 7 6 6 9 7 6 6 41 6 7 10 6 7 6 11 7 7 7 7 15 6 13 15 6 42 5 157 10 7 8 5 3
"gene_id_575" 9 7 6 6 7 5 6 6 36 7 7 10 6 7 6 11 7 7 7 8 16 6 12 15 6 42 5 163 9 6 7 7 8
"gene_id_576" 9 7 6 6 8 7 6 7 38 7 7 10 6 7 6 13 7 7 6 7 15 6 11 14 6 44 5 148 8 6 7 7 5
"gene_id_577" 6 7 8 6 6 7 10 7 23 6 7 13 6 7 6 11 7 7 8 6 11 6 9 7 6 23 7 136 7 10 10 7 14
"gene_id_578" 6 7 7 6 6 5 10 11 37 6 7 11 6 7 6 21 5 7 8 10 9 6 11 12 6 31 7 145 10 10 5 7 9
"gene_id_579" 6 7 7 6 7 7 9 10 32 7 7 13 6 7 6 22 5 7 8 10 7 6 13 18 6 32 6 132 10 11 6 7 7
"gene_id_580" 7 7 5 6 6 6 7 13 42 7 5 10 6 7 6 27 5 7 6 10 7 6 13 19 6 32 11 156 7 7 7 7 5
"gene_id_581" 6 7 7 6 11 7 9 13 32 8 8 12 6 5 5 7 7 7 7 14 8 7 8 16 6 41 7 184 6 8 10 10 2
"gene_id_582" 6 7 7 9 9 7 5 7 34 5 7 16 6 6 6 11 7 6 7 9 7 5 11 18 6 35 15 168 7 9 11 9 5
"gene_id_583" 8 7 7 6 8 7 7 6 30 7 7 14 6 7 6 5 7 7 5 8 7 6 9 21 6 55 16 148 5 5 9 7 11
"gene_id_584" 10 7 7 8 8 8 10 12 31 5 7 10 6 7 6 15 7 7 8 9 7 6 8 16 6 51 12 150 7 5 6 7 0
"gene_id_585" 10 5 7 6 5 8 9 11 34 7 6 17 6 7 6 9 8 6 9 10 7 6 9 7 6 43 12 152 8 13 9 6 2
"gene_id_586" 9 10 7 6 8 11 7 10 29 7 7 13 6 7 6 14 10 7 5 7 7 6 10 21 6 46 12 165 10 7 14 9 6
"gene_id_587" 6 7 7 6 5 12 6 10 31 7 7 12 6 5 6 14 10 7 8 8 7 6 10 18 6 44 9 160 10 7 18 7 6
"gene_id_588" 5 7 7 6 8 14 8 10 32 7 7 7 6 9 6 13 9 7 8 7 7 6 10 18 6 41 9 179 11 7 19 5 4
"gene_id_589" 7 7 7 6 10 8 7 9 43 7 9 9 6 7 6 10 9 7 9 7 6 9 7 20 6 42 11 163 9 7 17 7 4
"gene_id_590" 5 7 5 6 12 6 9 9 45 5 8 13 6 9 6 9 7 6 10 11 7 7 7 22 6 44 12 162 9 7 13 7 5
"gene_id_591" 5 7 7 6 8 7 9 12 40 7 7 7 6 5 6 13 7 7 5 11 7 6 6 13 6 35 12 117 15 5 10 7 6
"gene_id_592" 5 5 7 6 9 13 10 10 38 7 8 7 5 5 6 16 7 7 5 8 7 6 6 19 6 45 11 160 8 7 9 7 8
"gene_id_593" 5 7 7 6 9 8 12 10 33 7 9 6 6 7 6 13 6 7 5 13 7 6 7 16 6 41 13 142 11 6 10 7 10
"gene_id_594" 5 5 7 6 12 7 13 15 19 7 7 11 6 8 6 15 7 5 8 9 7 6 7 17 6 45 16 133 9 13 8 8 4
"gene_id_595" 5 7 7 5 8 9 9 7 35 7 6 9 6 7 6 17 7 7 8 14 5 6 10 9 6 44 14 131 7 7 10 7 9
"gene_id_596" 10 7 7 5 5 7 6 9 26 7 5 5 6 7 6 8 8 7 6 15 7 6 8 9 6 43 15 155 6 7 5 7 2
"gene_id_597" 10 7 7 6 10 7 5 11 12 6 10 7 6 7 6 15 10 7 5 14 7 6 9 10 6 38 13 162 9 7 10 6 12
"gene_id_598" 7 7 7 6 12 7 9 13 9 7 7 9 5 7 6 15 8 7 8 9 7 6 6 12 6 38 11 170 9 7 10 7 4
"gene_id_599" 8 7 7 6 13 7 9 12 8 7 5 8 6 7 6 15 8 7 8 6 7 6 6 12 6 33 11 153 7 5 10 6 10
"gene_id_600" 8 7 7 6 13 7 9 12 8 6 5 9 6 7 6 15 8 7 8 10 7 6 6 13 6 30 11 150 8 7 10 6 8
"gene_id_601" 7 7 7 6 9 7 5 10 17 7 5 22 6 7 6 6 7 7 5 5 7 6 7 5 6 16 6 123 9 7 11 7 5
"gene_id_602" 5 7 7 6 9 7 9 5 14 7 6 19 6 7 6 10 5 7 8 5 7 6 7 13 6 23 7 123 9 5 7 7 8
"gene_id_603" 5 7 7 6 5 8 6 5 29 12 12 8 6 7 6 18 6 6 12 8 7 6 7 14 6 26 17 144 10 7 15 7 5
"gene_id_604" 5 7 6 5 8 9 6 5 29 12 12 8 6 7 6 18 6 6 14 9 7 6 7 13 6 27 14 144 10 7 16 7 9
"gene_id_605" 6 7 7 6 8 10 9 8 28 7 7 11 6 7 6 19 8 6 13 8 7 6 7 11 6 31 10 139 11 7 18 7 6
"gene_id_606" 5 7 7 6 8 7 5 16 23 13 8 11 6 7 6 17 7 5 9 14 7 6 7 7 6 30 12 129 5 7 16 5 5
"gene_id_607" 5 7 7 6 5 7 5 16 27 13 8 9 6 6 6 22 7 7 9 16 7 6 5 7 6 38 11 120 8 7 19 7 7
"gene_id_608" 6 7 9 6 11 7 9 8 27 7 6 11 6 7 6 11 7 7 11 10 5 6 6 9 6 32 12 139 6 7 8 7 5
"gene_id_609" 8 7 7 6 8 6 7 10 35 6 8 6 6 7 6 17 5 7 13 10 5 6 6 12 6 42 10 114 9 5 9 7 5
"gene_id_610" 6 7 7 5 8 6 13 10 32 7 11 11 6 7 6 18 7 7 15 10 7 6 7 9 6 49 9 134 9 6 7 5 5
"gene_id_611" 7 7 7 6 8 7 12 10 29 7 10 5 6 7 6 18 7 5 15 10 7 6 5 10 6 46 9 135 9 7 8 5 5
"gene_id_612" 6 7 7 6 5 5 14 11 34 9 9 11 6 7 6 13 7 7 5 10 7 6 7 13 6 44 7 146 9 6 8 5 11
"gene_id_613" 7 7 7 5 7 5 9 18 33 7 13 11 6 7 5 7 5 7 8 9 5 6 7 15 6 36 14 154 6 6 5 7 3
"gene_id_614" 6 7 7 6 8 6 8 13 25 7 5 6 6 7 6 10 7 7 5 5 7 6 7 17 6 33 11 148 6 7 10 7 7
"gene_id_615" 5 7 9 6 5 7 13 12 30 7 7 5 6 7 6 17 7 7 7 10 5 6 10 9 6 44 13 155 15 7 11 7 5
"gene_id_616" 5 9 9 6 5 7 12 11 28 5 7 5 6 7 6 16 7 7 8 10 5 6 9 9 6 44 11 154 14 7 13 7 3
"gene_id_617" 8 7 7 6 5 7 13 7 38 7 7 21 6 9 6 17 7 7 7 10 6 6 7 18 6 36 10 122 10 7 11 7 11
"gene_id_618" 9 5 7 6 5 7 12 8 34 7 7 21 6 9 6 15 7 7 7 5 5 6 9 15 6 34 8 128 10 7 12 7 7
"gene_id_619" 13 7 7 6 6 7 7 12 21 5 7 14 6 7 6 10 7 7 6 5 7 6 7 14 6 49 16 144 8 7 7 5 5
"gene_id_620" 13 7 6 6 7 7 5 9 27 7 7 17 6 7 6 11 7 7 8 7 7 6 7 16 6 50 17 141 5 7 10 7 10
"gene_id_621" 13 7 6 6 5 11 8 5 34 7 7 17 6 7 6 17 7 7 8 8 7 6 7 17 5 51 14 143 9 5 7 7 7
"gene_id_622" 14 7 7 6 5 10 7 10 40 10 7 17 6 7 6 21 7 7 6 11 8 6 5 13 5 39 10 141 9 7 5 7 6
"gene_id_623" 14 7 5 7 5 8 7 10 38 10 7 15 6 7 6 18 7 7 6 11 6 6 5 13 5 33 10 137 9 6 5 7 8
"gene_id_624" 14 7 6 6 5 10 8 10 37 8 7 18 6 7 6 19 7 5 6 9 6 7 5 11 6 37 10 136 5 5 5 7 4
"gene_id_625" 14 7 5 8 6 10 8 11 33 11 7 16 6 7 6 17 7 7 6 9 5 7 5 10 6 36 8 131 6 5 10 7 6
"gene_id_626" 5 7 7 7 6 5 9 13 26 12 7 18 6 7 6 17 7 5 6 9 6 7 5 10 6 33 9 132 8 7 10 7 4
"gene_id_627" 7 5 7 6 8 5 8 15 25 16 7 17 7 7 6 19 5 6 6 9 6 7 5 10 6 33 10 136 7 5 7 7 16
"gene_id_628" 7 5 7 6 8 5 9 15 26 14 7 18 7 7 6 17 7 5 5 7 7 6 5 9 6 33 10 140 8 5 6 7 10
"gene_id_629" 5 7 7 6 11 7 7 11 20 11 7 12 6 7 6 16 7 8 8 10 6 6 9 10 6 29 11 129 5 6 8 7 7
"gene_id_630" 5 7 7 5 5 7 8 13 25 6 7 13 5 5 6 15 8 10 5 14 8 6 8 14 7 45 10 157 7 6 6 7 12
"gene_id_631" 5 7 7 6 8 7 11 15 28 8 7 17 5 7 6 16 8 12 8 14 7 6 7 12 8 48 8 166 7 5 6 7 10
"gene_id_632" 5 7 6 6 6 7 9 13 27 8 7 12 6 7 6 13 8 11 6 12 6 6 7 20 8 56 10 152 9 5 5 7 7
"gene_id_633" 6 7 7 6 9 7 12 8 23 6 7 10 5 7 6 10 8 11 8 18 6 6 5 16 6 38 6 155 9 7 10 7 10
"gene_id_634" 5 7 7 6 10 7 12 5 24 6 7 9 5 7 6 10 8 11 8 17 6 6 5 14 6 40 6 152 9 6 10 7 6
"gene_id_635" 7 7 7 6 7 9 5 10 38 7 7 13 6 6 6 9 6 5 7 6 7 6 7 16 6 41 13 117 7 6 5 7 11
"gene_id_636" 5 7 7 6 13 5 11 13 30 7 7 9 6 5 6 24 7 7 8 7 10 6 7 11 6 30 11 159 9 8 7 7 4
"gene_id_637" 7 7 7 6 12 5 11 12 24 7 7 8 6 5 6 24 5 7 8 7 10 6 7 11 6 30 11 165 9 8 6 7 7
"gene_id_638" 9 7 7 5 9 7 12 12 25 7 10 11 6 5 6 24 8 7 8 6 8 6 7 13 6 32 8 154 5 6 7 7 6
"gene_id_639" 7 7 5 9 10 6 11 10 35 6 5 8 6 9 6 15 6 7 6 15 7 6 7 16 6 45 10 155 7 8 16 7 5
"gene_id_640" 6 7 7 8 7 7 9 10 44 7 7 6 6 11 6 12 7 7 5 17 7 6 7 11 6 44 7 150 7 5 19 7 6
"gene_id_641" 9 8 7 6 5 8 11 9 24 7 7 11 6 7 6 31 6 5 8 11 7 6 5 13 6 32 7 172 5 5 11 7 5
"gene_id_642" 6 7 7 7 6 7 11 10 26 6 7 11 6 7 6 17 9 5 6 9 5 6 6 18 6 42 16 130 12 6 11 6 6
"gene_id_643" 8 7 7 6 10 11 11 5 29 7 7 12 6 7 6 22 5 7 10 7 9 5 7 13 6 50 8 111 10 9 11 7 9
"gene_id_644" 6 7 7 5 8 11 16 10 23 8 7 15 6 6 6 20 9 7 7 10 5 8 7 12 6 45 7 121 9 7 11 5 11
"gene_id_645" 6 7 9 6 9 11 15 10 26 8 7 13 6 5 6 17 8 6 10 10 7 9 7 11 6 47 11 135 8 8 11 7 8
"gene_id_646" 5 7 8 6 6 11 12 7 18 9 7 10 6 7 6 14 11 7 11 9 6 5 6 9 6 43 10 130 8 7 9 7 5
"gene_id_647" 5 7 6 6 9 13 10 10 25 6 7 12 6 7 6 20 8 7 7 10 6 6 5 10 6 39 11 129 7 11 7 7 7
"gene_id_648" 9 7 8 6 13 7 9 11 26 12 7 9 6 7 6 29 7 7 8 8 7 6 7 11 6 31 12 165 12 11 7 6 9
"gene_id_649" 9 7 6 6 14 7 9 10 27 12 7 10 5 7 6 29 5 7 8 9 7 6 8 10 6 32 11 164 11 10 9 7 6
"gene_id_650" 9 7 7 6 14 5 9 9 26 15 6 8 5 7 6 27 7 7 6 10 5 6 7 13 6 37 10 151 9 10 12 7 7
"gene_id_651" 9 7 7 6 14 6 9 7 33 13 6 9 6 7 6 30 7 5 7 10 5 6 8 14 6 38 8 136 10 5 16 7 3
"gene_id_652" 5 7 7 6 9 6 9 8 40 12 6 10 6 7 6 28 7 5 6 11 5 6 8 13 6 42 8 134 11 6 17 7 6
"gene_id_653" 5 7 7 6 10 6 9 8 39 11 5 10 6 7 6 28 7 5 5 11 7 6 8 13 6 44 8 139 9 6 17 7 7
"gene_id_654" 5 7 7 6 14 5 5 5 28 9 7 12 6 7 6 24 7 5 7 10 7 6 7 10 6 39 9 133 6 7 10 12 8
"gene_id_655" 5 7 7 6 11 6 7 7 26 7 7 17 6 9 6 15 5 7 11 12 5 6 7 13 6 35 16 121 8 7 17 6 11
"gene_id_656" 5 7 7 6 11 5 7 6 22 7 5 16 6 7 6 14 6 7 10 11 5 7 7 13 6 34 17 121 7 7 16 6 6
"gene_id_657" 5 7 7 6 11 6 6 9 20 5 7 11 6 6 6 14 7 7 10 10 6 5 7 10 6 25 15 124 8 7 14 7 9
"gene_id_658" 6 7 7 6 7 5 5 6 31 7 5 14 6 7 6 12 7 7 8 10 10 6 7 8 6 25 17 123 7 7 14 7 8
"gene_id_659" 5 7 7 6 6 7 5 5 32 7 7 11 6 7 6 11 7 7 6 9 10 6 7 10 6 28 14 139 9 7 16 7 10
"gene_id_660" 9 6 7 6 8 5 7 11 43 7 7 12 6 7 6 15 7 7 9 11 6 8 8 7 6 26 13 148 5 6 14 7 6
"gene_id_661" 6 6 7 6 7 7 9 5 21 5 7 10 6 7 6 14 6 7 8 6 7 7 5 7 6 35 12 152 5 8 11 7 4
"gene_id_662" 6 6 5 6 7 7 9 10 21 5 7 9 6 7 6 13 5 7 8 6 7 6 5 7 6 34 14 148 6 8 11 7 7
"gene_id_663" 6 6 5 6 7 7 9 10 21 7 7 9 6 7 6 14 5 7 8 6 7 7 7 7 7 34 16 153 7 8 11 7 9
"gene_id_664" 7 6 5 6 9 7 9 10 19 5 7 10 6 7 6 12 6 7 8 7 7 5 7 8 7 35 16 150 7 7 9 7 6
"gene_id_665" 7 6 5 6 9 7 5 5 20 5 7 8 6 7 6 12 6 7 8 7 7 5 5 7 7 36 17 150 7 8 9 7 6
"gene_id_666" 6 7 5 6 10 5 9 8 20 6 7 9 6 7 6 15 5 7 6 7 7 6 5 13 8 38 14 156 7 5 10 7 8
"gene_id_667" 5 7 7 6 9 5 9 8 26 7 6 11 6 9 6 24 6 6 7 5 7 5 5 16 6 30 11 143 7 7 14 7 8
"gene_id_668" 6 7 7 6 9 7 10 7 38 6 7 13 6 6 6 23 5 7 8 7 7 6 7 21 6 28 13 133 9 7 15 7 10
"gene_id_669" 6 7 10 6 8 7 8 13 48 7 7 16 6 7 6 11 5 7 8 11 7 6 7 9 6 39 12 111 13 5 10 7 9
"gene_id_670" 5 7 5 6 6 7 12 8 28 9 6 5 6 7 6 22 7 12 8 10 6 6 7 15 6 39 16 138 9 7 14 7 12
"gene_id_671" 6 7 7 7 5 7 15 13 36 7 5 9 6 7 6 19 10 7 6 7 5 6 6 13 6 22 10 138 6 7 8 7 5
"gene_id_672" 6 7 7 6 6 7 6 10 31 8 7 5 6 7 6 22 7 7 5 8 5 6 5 19 6 53 12 133 9 5 16 6 7
"gene_id_673" 5 8 7 9 8 7 8 9 48 7 7 10 6 7 6 9 5 9 8 16 6 6 5 6 6 42 18 150 6 7 5 7 5
"gene_id_674" 8 6 9 6 8 7 5 8 65 7 5 13 6 6 6 25 7 5 6 13 9 6 9 20 6 30 12 136 9 5 9 6 6
"gene_id_675" 9 7 10 6 8 8 6 8 59 7 7 13 6 7 6 23 7 7 5 7 10 6 8 18 6 33 15 120 9 7 11 7 7
"gene_id_676" 7 7 9 6 6 8 5 10 49 7 7 14 6 7 6 22 7 7 9 11 9 6 7 14 6 38 20 141 9 5 11 7 10
"gene_id_677" 7 7 9 6 7 8 9 10 55 7 7 16 6 7 6 22 7 7 9 11 9 6 7 13 6 41 19 140 9 7 12 6 8
"gene_id_678" 6 7 8 6 8 7 6 8 48 7 7 16 6 5 6 18 7 7 9 11 5 6 7 12 6 37 16 135 9 6 14 7 3
"gene_id_679" 9 7 7 13 11 7 8 10 19 7 7 8 6 7 6 14 10 5 8 6 7 5 7 16 6 33 12 136 7 7 13 8 3
"gene_id_680" 9 7 7 6 9 5 9 10 17 9 7 11 6 7 6 10 9 8 7 10 7 6 7 18 6 30 10 118 7 7 10 8 10
"gene_id_681" 9 7 7 6 9 6 9 10 19 9 7 11 6 7 6 11 9 8 7 10 7 6 7 18 6 28 10 117 8 7 10 7 4
"gene_id_682" 7 7 7 6 8 8 9 10 15 10 7 11 6 7 6 6 8 8 6 5 7 6 7 17 6 26 9 103 7 7 9 5 6
"gene_id_683" 8 7 7 6 6 9 9 7 12 6 7 11 6 7 6 15 7 8 8 10 7 6 7 11 6 24 8 92 6 7 9 7 6
"gene_id_684" 5 7 6 6 5 6 5 10 29 7 7 8 6 7 6 16 8 8 11 9 7 6 5 12 6 32 12 137 12 6 15 7 4
"gene_id_685" 5 7 7 6 5 7 10 8 18 6 7 7 6 7 6 11 8 7 8 7 7 6 7 15 6 27 8 127 10 7 10 7 8
"gene_id_686" 6 7 5 6 8 6 9 7 12 7 7 8 6 7 6 14 8 9 6 7 5 6 7 14 6 16 9 120 9 7 5 7 2
"gene_id_687" 8 7 5 6 8 5 7 8 17 5 5 8 6 7 6 15 9 8 6 6 6 6 7 13 6 18 8 114 9 7 9 7 7
"gene_id_688" 9 7 7 6 5 8 8 7 23 7 7 6 6 7 6 21 6 9 7 8 8 6 6 14 6 23 10 126 10 7 16 7 11
"gene_id_689" 10 7 7 6 6 7 5 10 40 7 7 6 5 5 6 23 5 8 7 6 8 6 7 13 6 33 9 145 12 7 12 7 4
"gene_id_690" 10 7 7 6 8 7 9 10 38 8 7 6 5 5 6 22 5 8 7 6 8 6 7 14 6 31 11 154 11 7 9 7 4
"gene_id_691" 6 7 7 12 6 5 6 10 37 9 7 6 6 5 6 18 5 9 8 11 8 6 7 12 6 29 13 152 12 7 5 7 8
"gene_id_692" 7 6 7 9 7 7 6 10 23 8 7 6 6 5 6 17 5 7 8 11 6 6 7 19 6 22 15 153 10 7 5 7 4
"gene_id_693" 5 5 9 5 7 8 12 11 29 7 7 14 6 7 6 18 8 7 5 5 6 6 7 17 6 35 7 115 5 6 14 7 6
"gene_id_694" 5 7 7 6 14 6 10 15 33 6 7 9 6 7 6 10 7 7 6 13 7 6 5 20 6 38 12 113 9 5 12 8 10
"gene_id_695" 6 7 7 6 15 6 7 18 19 7 7 11 6 7 6 12 5 7 8 9 7 6 6 18 6 33 9 117 9 6 5 5 8
"gene_id_696" 6 7 7 6 15 5 7 14 19 6 7 11 6 7 6 11 6 7 5 10 7 6 6 17 6 35 8 115 9 7 5 7 6
"gene_id_697" 6 7 7 6 13 5 9 13 17 6 7 10 6 7 6 12 8 7 5 9 7 6 5 19 6 37 9 116 9 6 8 5 6
"gene_id_698" 6 7 7 6 14 5 7 13 14 5 7 9 6 7 5 15 7 7 8 7 6 6 6 19 6 37 9 110 9 6 10 7 5
"gene_id_699" 6 7 7 6 10 5 6 10 27 7 6 11 6 7 6 20 7 7 6 5 6 6 6 10 6 39 11 116 5 8 14 7 5
"gene_id_700" 5 7 7 6 7 7 8 8 28 5 6 10 6 7 6 20 7 7 8 9 7 6 7 9 5 38 9 111 5 7 14 7 7
"gene_id_701" 5 7 7 6 6 5 7 5 32 5 5 8 6 7 6 15 6 7 8 7 6 6 6 9 5 38 9 103 6 7 14 7 8
"gene_id_702" 5 7 7 6 8 5 9 10 25 7 7 9 6 7 6 10 7 7 7 10 7 6 6 13 6 34 6 126 9 5 13 6 14
"gene_id_703" 5 7 7 6 8 5 9 10 23 7 7 10 6 7 6 12 7 7 8 12 5 6 6 13 6 32 11 124 8 7 11 7 5
"gene_id_704" 6 7 7 6 8 5 9 10 24 5 7 12 6 7 6 18 7 7 7 10 6 6 5 8 6 40 6 115 5 7 13 7 5
"gene_id_705" 8 7 7 6 10 7 7 10 30 8 7 10 6 6 6 19 7 7 5 6 6 6 5 16 6 41 8 105 9 7 16 7 6
"gene_id_706" 8 7 7 6 10 6 7 10 29 10 7 9 6 6 6 18 7 7 10 6 5 5 8 16 6 44 10 110 6 7 22 7 9
"gene_id_707" 7 7 7 6 11 7 8 10 24 11 7 10 6 7 6 17 7 7 10 7 5 5 8 13 6 40 9 115 7 7 24 7 8
"gene_id_708" 7 7 7 6 12 5 5 6 31 10 7 15 6 8 6 15 7 7 9 7 7 6 7 15 6 39 9 115 5 7 22 7 8
"gene_id_709" 9 7 7 6 12 6 6 6 32 11 7 13 6 9 6 14 7 7 8 5 7 6 5 14 6 37 8 112 6 7 23 7 6
"gene_id_710" 8 7 7 6 7 10 8 7 48 14 7 16 5 7 6 16 10 7 11 6 7 6 8 16 6 37 9 105 9 7 26 7 8
"gene_id_711" 6 7 7 6 10 12 8 7 53 10 7 22 6 8 6 18 10 7 12 8 7 6 12 15 6 41 12 114 6 7 25 7 9
"gene_id_712" 6 7 7 6 13 11 8 7 60 11 7 23 6 10 6 17 12 7 14 9 7 6 11 12 8 36 14 105 5 7 21 7 4
"gene_id_713" 5 7 7 6 12 13 8 7 61 11 7 23 6 9 6 19 12 7 15 9 7 5 12 13 9 40 14 100 5 7 24 7 7
"gene_id_714" 6 5 7 6 12 7 7 6 36 5 7 7 6 9 6 14 8 7 5 9 5 6 7 8 6 39 9 132 9 7 10 7 12
"gene_id_715" 5 5 7 6 6 7 6 7 34 7 5 11 6 8 6 15 5 7 8 7 5 6 7 5 5 26 11 110 9 7 7 5 5
"gene_id_716" 15 7 7 6 13 7 5 9 20 10 7 16 6 5 6 18 7 7 8 13 7 6 8 26 6 42 9 151 9 11 10 6 5
"gene_id_717" 11 7 7 6 11 7 6 12 21 11 7 12 6 7 6 24 7 7 6 10 7 6 7 23 6 46 7 145 9 9 10 7 4
"gene_id_718" 7 7 7 6 6 7 8 12 23 8 7 13 6 7 6 18 6 7 8 12 7 6 9 19 6 45 7 145 9 13 5 6 7
"gene_id_719" 7 7 7 6 9 7 7 12 21 8 7 14 6 5 5 18 7 7 9 12 7 6 9 19 6 46 7 149 9 12 6 6 10
"gene_id_720" 7 7 6 6 16 7 5 19 27 7 7 8 6 7 6 12 10 7 10 5 7 6 5 14 6 44 12 156 9 9 7 6 5
"gene_id_721" 8 7 8 6 16 7 5 19 31 7 7 6 6 8 6 10 11 7 9 5 7 6 5 16 6 47 13 157 9 10 8 6 11
"gene_id_722" 5 7 7 6 13 7 9 12 29 7 7 9 6 6 6 14 7 7 14 13 7 6 7 16 6 36 12 150 6 7 10 7 8
"gene_id_723" 6 7 7 6 8 7 9 10 14 5 7 12 5 7 6 7 5 7 8 8 7 6 5 8 6 18 9 119 8 7 5 7 8
"gene_id_724" 8 6 7 6 8 7 6 10 22 5 7 17 6 5 6 12 6 7 8 8 7 6 5 11 6 22 14 113 10 6 6 7 6
"gene_id_725" 11 7 7 6 9 6 10 5 27 7 5 9 6 7 6 14 7 9 6 12 7 6 6 17 6 41 7 124 9 7 10 7 12
"gene_id_726" 15 7 7 6 8 5 8 5 23 7 5 6 6 7 6 13 7 6 8 13 5 5 6 13 6 44 9 129 7 7 5 7 10
"gene_id_727" 16 7 7 6 8 7 9 10 20 7 7 6 6 7 6 15 7 6 5 7 5 5 6 18 6 36 9 125 7 7 10 7 5
"gene_id_728" 15 7 7 6 8 5 8 5 17 7 7 5 6 7 6 20 7 7 8 7 7 6 7 14 6 43 7 142 11 7 8 7 11
"gene_id_729" 11 7 7 6 8 7 7 10 16 7 7 7 6 7 6 18 10 7 10 6 7 6 5 10 6 39 8 151 10 7 10 7 16
"gene_id_730" 6 7 7 5 8 7 6 12 26 7 7 19 6 7 5 22 9 6 8 6 5 6 5 14 6 26 5 126 10 5 7 7 9
"gene_id_731" 5 7 5 6 8 7 9 16 34 7 7 6 6 7 6 12 6 8 10 8 7 6 6 14 6 61 11 137 9 7 10 6 4
"gene_id_732" 7 7 6 6 9 6 7 9 42 11 7 17 6 6 6 15 7 7 8 13 7 6 7 19 6 30 9 124 15 6 5 7 15
"gene_id_733" 8 7 7 6 12 7 6 11 45 12 7 15 6 9 6 15 8 7 6 13 7 6 8 16 5 36 8 117 10 7 7 5 7
"gene_id_734" 8 7 7 6 10 7 5 12 46 11 7 17 6 9 6 14 9 7 5 12 7 6 6 16 5 30 7 111 10 7 8 7 10
